FIPStxt,Stabr,area_name,Median_Household_Income_2018
37073,NC,"Gates County, NC","51,746"
37075,NC,"Graham County, NC","39,502"
37077,NC,"Granville County, NC","58,956"
37079,NC,"Greene County, NC","43,591"
37081,NC,"Guilford County, NC","52,166"
37083,NC,"Halifax County, NC","36,760"
37085,NC,"Harnett County, NC","51,225"
37087,NC,"Haywood County, NC","47,183"
37089,NC,"Henderson County, NC","54,012"
37091,NC,"Hertford County, NC","38,216"
37093,NC,"Hoke County, NC","47,892"
37095,NC,"Hyde County, NC","40,653"
37097,NC,"Iredell County, NC","60,044"
37099,NC,"Jackson County, NC","44,502"
37101,NC,"Johnston County, NC","60,296"
37103,NC,"Jones County, NC","43,302"
37105,NC,"Lee County, NC","48,984"
37107,NC,"Lenoir County, NC","40,433"
37109,NC,"Lincoln County, NC","62,963"
37111,NC,"McDowell County, NC","43,972"
37113,NC,"Macon County, NC","46,426"
37115,NC,"Madison County, NC","44,693"
37117,NC,"Martin County, NC","43,569"
37119,NC,"Mecklenburg County, NC","64,509"
37121,NC,"Mitchell County, NC","43,967"
37123,NC,"Montgomery County, NC","47,757"
37125,NC,"Moore County, NC","59,471"
37127,NC,"Nash County, NC","50,122"
37129,NC,"New Hanover County, NC","53,419"
37131,NC,"Northampton County, NC","37,233"
37133,NC,"Onslow County, NC","50,531"
37135,NC,"Orange County, NC","71,920"
37137,NC,"Pamlico County, NC","46,447"
37139,NC,"Pasquotank County, NC","46,355"
37141,NC,"Pender County, NC","54,900"
37143,NC,"Perquimans County, NC","48,337"
37145,NC,"Person County, NC","50,149"
37147,NC,"Pitt County, NC","43,303"
37149,NC,"Polk County, NC","50,467"
37151,NC,"Randolph County, NC","48,372"
37153,NC,"Richmond County, NC","38,514"
37155,NC,"Robeson County, NC","35,407"
37157,NC,"Rockingham County, NC","41,869"
37159,NC,"Rowan County, NC","46,864"
37161,NC,"Rutherford County, NC","42,831"
37163,NC,"Sampson County, NC","42,807"
37165,NC,"Scotland County, NC","36,730"
37167,NC,"Stanly County, NC","51,491"
37169,NC,"Stokes County, NC","50,826"
37171,NC,"Surry County, NC","46,342"
37173,NC,"Swain County, NC","43,121"
37175,NC,"Transylvania County, NC","51,398"
37177,NC,"Tyrrell County, NC","36,765"
37179,NC,"Union County, NC","80,428"
37181,NC,"Vance County, NC","40,263"
37183,NC,"Wake County, NC","80,169"
37185,NC,"Warren County, NC","38,430"
37187,NC,"Washington County, NC","36,042"
37189,NC,"Watauga County, NC","48,489"
37191,NC,"Wayne County, NC","41,572"
37193,NC,"Wilkes County, NC","44,080"
37195,NC,"Wilson County, NC","44,015"
37197,NC,"Yadkin County, NC","49,070"
37199,NC,"Yancey County, NC","44,756"
38000,ND,North Dakota,"65,250"
38001,ND,"Adams County, ND","53,162"
38003,ND,"Barnes County, ND","54,984"
38005,ND,"Benson County, ND","42,407"
38007,ND,"Billings County, ND","76,235"
38009,ND,"Bottineau County, ND","59,161"
38011,ND,"Bowman County, ND","62,270"
38013,ND,"Burke County, ND","63,261"
38015,ND,"Burleigh County, ND","72,277"
38017,ND,"Cass County, ND","63,885"
38019,ND,"Cavalier County, ND","60,314"
38021,ND,"Dickey County, ND","53,286"
38023,ND,"Divide County, ND","58,715"
38025,ND,"Dunn County, ND","66,383"
38027,ND,"Eddy County, ND","51,327"
38029,ND,"Emmons County, ND","47,976"
38031,ND,"Foster County, ND","58,096"
38033,ND,"Golden Valley County, ND","58,075"
38035,ND,"Grand Forks County, ND","54,311"
38037,ND,"Grant County, ND","41,295"
38039,ND,"Griggs County, ND","54,250"
38041,ND,"Hettinger County, ND","51,455"
38043,ND,"Kidder County, ND","45,401"
38045,ND,"LaMoure County, ND","54,514"
38047,ND,"Logan County, ND","50,141"
38049,ND,"McHenry County, ND","54,795"
38051,ND,"McIntosh County, ND","47,288"
38053,ND,"McKenzie County, ND","76,224"
38055,ND,"McLean County, ND","64,524"
38057,ND,"Mercer County, ND","82,303"
38059,ND,"Morton County, ND","68,043"
38061,ND,"Mountrail County, ND","67,162"
38063,ND,"Nelson County, ND","50,093"
38065,ND,"Oliver County, ND","68,243"
38067,ND,"Pembina County, ND","58,766"
38069,ND,"Pierce County, ND","47,360"
38071,ND,"Ramsey County, ND","54,814"
38073,ND,"Ransom County, ND","61,634"
38075,ND,"Renville County, ND","60,205"
38077,ND,"Richland County, ND","61,174"
38079,ND,"Rolette County, ND","42,021"
38081,ND,"Sargent County, ND","64,756"
38083,ND,"Sheridan County, ND","39,439"
38085,ND,"Sioux County, ND","37,002"
38087,ND,"Slope County, ND","49,843"
38089,ND,"Stark County, ND","71,888"
38091,ND,"Steele County, ND","66,929"
38093,ND,"Stutsman County, ND","57,002"
38095,ND,"Towner County, ND","51,848"
38097,ND,"Traill County, ND","59,931"
38099,ND,"Walsh County, ND","59,705"
38101,ND,"Ward County, ND","63,938"
38103,ND,"Wells County, ND","58,261"
38105,ND,"Williams County, ND","79,354"
39000,OH,Ohio,"56,155"
39001,OH,"Adams County, OH","42,154"
39003,OH,"Allen County, OH","50,301"
39005,OH,"Ashland County, OH","54,362"
39007,OH,"Ashtabula County, OH","46,950"
39009,OH,"Athens County, OH","40,416"
39011,OH,"Auglaize County, OH","63,754"
39013,OH,"Belmont County, OH","48,989"
39015,OH,"Brown County, OH","55,334"
39017,OH,"Butler County, OH","61,053"
39019,OH,"Carroll County, OH","50,002"
39021,OH,"Champaign County, OH","57,701"
39023,OH,"Clark County, OH","50,089"
39025,OH,"Clermont County, OH","65,280"
39027,OH,"Clinton County, OH","53,947"
39029,OH,"Columbiana County, OH","44,938"
39031,OH,"Coshocton County, OH","46,420"
39033,OH,"Crawford County, OH","44,715"
39035,OH,"Cuyahoga County, OH","50,006"
39037,OH,"Darke County, OH","53,853"
39039,OH,"Defiance County, OH","56,740"
39041,OH,"Delaware County, OH","103,536"
39043,OH,"Erie County, OH","53,135"
39045,OH,"Fairfield County, OH","67,654"
39047,OH,"Fayette County, OH","47,733"
39049,OH,"Franklin County, OH","60,383"
39051,OH,"Fulton County, OH","62,800"
39053,OH,"Gallia County, OH","43,785"
39055,OH,"Geauga County, OH","84,093"
39057,OH,"Greene County, OH","68,380"
39059,OH,"Guernsey County, OH","44,623"
39061,OH,"Hamilton County, OH","57,300"
39063,OH,"Hancock County, OH","61,579"
39065,OH,"Hardin County, OH","49,580"
39067,OH,"Harrison County, OH","50,301"
39069,OH,"Henry County, OH","57,705"
39071,OH,"Highland County, OH","49,161"
39073,OH,"Hocking County, OH","50,568"
39075,OH,"Holmes County, OH","60,828"
39077,OH,"Huron County, OH","55,202"
39079,OH,"Jackson County, OH","44,726"
39081,OH,"Jefferson County, OH","42,821"
39083,OH,"Knox County, OH","56,885"
39085,OH,"Lake County, OH","65,883"
39087,OH,"Lawrence County, OH","43,031"
39089,OH,"Licking County, OH","66,145"
39091,OH,"Logan County, OH","61,699"
39093,OH,"Lorain County, OH","59,265"
39095,OH,"Lucas County, OH","47,865"
39097,OH,"Madison County, OH","61,645"
39099,OH,"Mahoning County, OH","48,010"
39101,OH,"Marion County, OH","45,419"
39103,OH,"Medina County, OH","76,475"
39105,OH,"Meigs County, OH","44,286"
39107,OH,"Mercer County, OH","62,782"
39109,OH,"Miami County, OH","59,922"
39111,OH,"Monroe County, OH","46,314"
39113,OH,"Montgomery County, OH","51,071"
39115,OH,"Morgan County, OH","40,557"
39117,OH,"Morrow County, OH","60,452"
39119,OH,"Muskingum County, OH","49,586"
39121,OH,"Noble County, OH","48,792"
39123,OH,"Ottawa County, OH","58,345"
39125,OH,"Paulding County, OH","53,876"
39127,OH,"Perry County, OH","51,534"
39129,OH,"Pickaway County, OH","58,742"
39131,OH,"Pike County, OH","45,163"
39133,OH,"Portage County, OH","63,689"
39135,OH,"Preble County, OH","53,904"
39137,OH,"Putnam County, OH","64,304"
39139,OH,"Richland County, OH","49,668"
39141,OH,"Ross County, OH","49,385"
39143,OH,"Sandusky County, OH","53,978"
39145,OH,"Scioto County, OH","41,267"
39147,OH,"Seneca County, OH","52,165"
39149,OH,"Shelby County, OH","63,398"
39151,OH,"Stark County, OH","52,310"
39153,OH,"Summit County, OH","58,890"
39155,OH,"Trumbull County, OH","47,424"
39157,OH,"Tuscarawas County, OH","51,030"
39159,OH,"Union County, OH","84,861"
39161,OH,"Van Wert County, OH","54,331"
39163,OH,"Vinton County, OH","43,457"
39165,OH,"Warren County, OH","87,391"
39167,OH,"Washington County, OH","50,904"
39169,OH,"Wayne County, OH","59,142"
39171,OH,"Williams County, OH","54,581"
39173,OH,"Wood County, OH","64,282"
39175,OH,"Wyandot County, OH","55,995"
40000,OK,Oklahoma,"51,914"
40001,OK,"Adair County, OK","35,156"
40003,OK,"Alfalfa County, OK","52,952"
40005,OK,"Atoka County, OK","39,702"
40007,OK,"Beaver County, OK","52,550"
40009,OK,"Beckham County, OK","47,825"
40011,OK,"Blaine County, OK","49,513"
40013,OK,"Bryan County, OK","43,445"
40015,OK,"Caddo County, OK","48,533"
40017,OK,"Canadian County, OK","70,942"
40019,OK,"Carter County, OK","48,660"
40021,OK,"Cherokee County, OK","42,913"
40023,OK,"Choctaw County, OK","35,308"
40025,OK,"Cimarron County, OK","46,777"
40027,OK,"Cleveland County, OK","62,343"
40029,OK,"Coal County, OK","39,396"
40031,OK,"Comanche County, OK","51,382"
40033,OK,"Cotton County, OK","43,386"
40035,OK,"Craig County, OK","43,074"
40037,OK,"Creek County, OK","54,478"
40039,OK,"Custer County, OK","49,577"
40041,OK,"Delaware County, OK","40,287"
40043,OK,"Dewey County, OK","50,728"
40045,OK,"Ellis County, OK","51,867"
40047,OK,"Garfield County, OK","52,387"
40049,OK,"Garvin County, OK","47,858"
40051,OK,"Grady County, OK","56,489"
40053,OK,"Grant County, OK","49,073"
40055,OK,"Greer County, OK","37,445"
40057,OK,"Harmon County, OK","38,537"
40059,OK,"Harper County, OK","55,112"
40061,OK,"Haskell County, OK","37,776"
40063,OK,"Hughes County, OK","37,566"
40065,OK,"Jackson County, OK","47,747"
40067,OK,"Jefferson County, OK","37,338"
40069,OK,"Johnston County, OK","39,756"
40071,OK,"Kay County, OK","45,700"
40073,OK,"Kingfisher County, OK","59,266"
40075,OK,"Kiowa County, OK","37,831"
40077,OK,"Latimer County, OK","38,284"
40079,OK,"Le Flore County, OK","38,709"
40081,OK,"Lincoln County, OK","48,039"
40083,OK,"Logan County, OK","69,114"
40085,OK,"Love County, OK","48,725"
40087,OK,"McClain County, OK","65,831"
40089,OK,"McCurtain County, OK","37,390"
40091,OK,"McIntosh County, OK","37,468"
40093,OK,"Major County, OK","56,102"
40095,OK,"Marshall County, OK","42,258"
40097,OK,"Mayes County, OK","50,951"
40099,OK,"Murray County, OK","50,031"
40101,OK,"Muskogee County, OK","43,911"
40103,OK,"Noble County, OK","54,210"
40105,OK,"Nowata County, OK","45,734"
40107,OK,"Okfuskee County, OK","37,545"
40109,OK,"Oklahoma County, OK","52,346"
40111,OK,"Okmulgee County, OK","42,354"
40113,OK,"Osage County, OK","48,826"
40115,OK,"Ottawa County, OK","38,194"
40117,OK,"Pawnee County, OK","46,949"
40119,OK,"Payne County, OK","47,748"
40121,OK,"Pittsburg County, OK","42,376"
40123,OK,"Pontotoc County, OK","48,450"
40125,OK,"Pottawatomie County, OK","48,499"
40127,OK,"Pushmataha County, OK","37,026"
40129,OK,"Roger Mills County, OK","53,871"
40131,OK,"Rogers County, OK","61,849"
40133,OK,"Seminole County, OK","37,901"
40135,OK,"Sequoyah County, OK","38,998"
40137,OK,"Stephens County, OK","46,512"
40139,OK,"Texas County, OK","51,812"
40141,OK,"Tillman County, OK","41,186"
40143,OK,"Tulsa County, OK","55,796"
40145,OK,"Wagoner County, OK","62,889"
40147,OK,"Washington County, OK","53,992"
40149,OK,"Washita County, OK","47,484"
40151,OK,"Woods County, OK","51,715"
40153,OK,"Woodward County, OK","55,134"
41000,OR,Oregon,"63,168"
41001,OR,"Baker County, OR","45,972"
41003,OR,"Benton County, OR","63,600"
41005,OR,"Clackamas County, OR","81,061"
41007,OR,"Clatsop County, OR","53,806"
41009,OR,"Columbia County, OR","63,338"
41011,OR,"Coos County, OR","48,352"
41013,OR,"Crook County, OR","51,348"
41015,OR,"Curry County, OR","48,788"
41017,OR,"Deschutes County, OR","67,372"
41019,OR,"Douglas County, OR","47,020"
41021,OR,"Gilliam County, OR","54,325"
41023,OR,"Grant County, OR","46,141"
41025,OR,"Harney County, OR","43,370"
41027,OR,"Hood River County, OR","66,607"
41029,OR,"Jackson County, OR","55,511"
41031,OR,"Jefferson County, OR","50,376"
41033,OR,"Josephine County, OR","46,578"
41035,OR,"Klamath County, OR","45,374"
41037,OR,"Lake County, OR","44,847"
41039,OR,"Lane County, OR","53,161"
41041,OR,"Lincoln County, OR","49,265"
41043,OR,"Linn County, OR","54,292"
41045,OR,"Malheur County, OR","42,624"
41047,OR,"Marion County, OR","56,408"
41049,OR,"Morrow County, OR","55,343"
41051,OR,"Multnomah County, OR","70,756"
41053,OR,"Polk County, OR","62,389"
41055,OR,"Sherman County, OR","58,838"
41057,OR,"Tillamook County, OR","52,486"
41059,OR,"Umatilla County, OR","53,917"
41061,OR,"Union County, OR","50,616"
41063,OR,"Wallowa County, OR","48,137"
41065,OR,"Wasco County, OR","52,269"
41067,OR,"Washington County, OR","82,819"
41069,OR,"Wheeler County, OR","39,579"
41071,OR,"Yamhill County, OR","61,776"
42000,PA,Pennsylvania,"60,891"
42001,PA,"Adams County, PA","62,877"
42003,PA,"Allegheny County, PA","59,881"
42005,PA,"Armstrong County, PA","49,436"
42007,PA,"Beaver County, PA","54,823"
42009,PA,"Bedford County, PA","50,257"
42011,PA,"Berks County, PA","62,519"
42013,PA,"Blair County, PA","49,244"
42015,PA,"Bradford County, PA","50,978"
42017,PA,"Bucks County, PA","88,538"
42019,PA,"Butler County, PA","67,161"
42021,PA,"Cambria County, PA","45,163"
42023,PA,"Cameron County, PA","41,770"
42025,PA,"Carbon County, PA","53,901"
42027,PA,"Centre County, PA","58,258"
42029,PA,"Chester County, PA","99,224"
42031,PA,"Clarion County, PA","46,284"
42033,PA,"Clearfield County, PA","46,706"
42035,PA,"Clinton County, PA","50,999"
42037,PA,"Columbia County, PA","50,774"
42039,PA,"Crawford County, PA","50,805"
42041,PA,"Cumberland County, PA","71,695"
42043,PA,"Dauphin County, PA","57,979"
42045,PA,"Delaware County, PA","71,961"
42047,PA,"Elk County, PA","54,876"
42049,PA,"Erie County, PA","48,453"
42051,PA,"Fayette County, PA","50,381"
42053,PA,"Forest County, PA","41,750"
42055,PA,"Franklin County, PA","60,744"
42057,PA,"Fulton County, PA","52,277"
42059,PA,"Greene County, PA","50,956"
42061,PA,"Huntingdon County, PA","49,019"
42063,PA,"Indiana County, PA","47,999"
42065,PA,"Jefferson County, PA","46,751"
42067,PA,"Juniata County, PA","54,342"
42069,PA,"Lackawanna County, PA","52,872"
42071,PA,"Lancaster County, PA","66,270"
42073,PA,"Lawrence County, PA","48,418"
42075,PA,"Lebanon County, PA","61,087"
42077,PA,"Lehigh County, PA","62,139"
42079,PA,"Luzerne County, PA","53,469"
42081,PA,"Lycoming County, PA","53,820"
42083,PA,"McKean County, PA","46,529"
42085,PA,"Mercer County, PA","48,788"
42087,PA,"Mifflin County, PA","47,648"
42089,PA,"Monroe County, PA","63,318"
42091,PA,"Montgomery County, PA","90,155"
42093,PA,"Montour County, PA","61,314"
42095,PA,"Northampton County, PA","68,217"
42097,PA,"Northumberland County, PA","47,243"
42099,PA,"Perry County, PA","62,366"
42101,PA,"Philadelphia County/city, PA","46,149"
42103,PA,"Pike County, PA","62,657"
42105,PA,"Potter County, PA","44,883"
42107,PA,"Schuylkill County, PA","48,809"
42109,PA,"Snyder County, PA","56,991"
42111,PA,"Somerset County, PA","50,504"
42113,PA,"Sullivan County, PA","48,998"
42115,PA,"Susquehanna County, PA","52,573"
42117,PA,"Tioga County, PA","48,799"
42119,PA,"Union County, PA","55,679"
42121,PA,"Venango County, PA","45,761"
42123,PA,"Warren County, PA","50,554"
42125,PA,"Washington County, PA","63,119"
42127,PA,"Wayne County, PA","53,602"
42129,PA,"Westmoreland County, PA","58,398"
42131,PA,"Wyoming County, PA","57,599"
42133,PA,"York County, PA","65,238"
44000,RI,Rhode Island,"63,787"
44001,RI,"Bristol County, RI","80,231"
44003,RI,"Kent County, RI","69,089"
44005,RI,"Newport County, RI","77,760"
44007,RI,"Providence County, RI","56,141"
44009,RI,"Washington County, RI","86,715"
45000,SC,South Carolina,"52,449"
45001,SC,"Abbeville County, SC","42,412"
45003,SC,"Aiken County, SC","52,633"
45005,SC,"Allendale County, SC","29,124"
45007,SC,"Anderson County, SC","51,740"
45009,SC,"Bamberg County, SC","36,230"
45011,SC,"Barnwell County, SC","38,131"
45013,SC,"Beaufort County, SC","65,843"
45015,SC,"Berkeley County, SC","62,204"
45017,SC,"Calhoun County, SC","45,385"
45019,SC,"Charleston County, SC","62,958"
45021,SC,"Cherokee County, SC","42,542"
45023,SC,"Chester County, SC","42,116"
45025,SC,"Chesterfield County, SC","39,046"
45027,SC,"Clarendon County, SC","36,722"
45029,SC,"Colleton County, SC","39,079"
45031,SC,"Darlington County, SC","37,206"
45033,SC,"Dillon County, SC","33,159"
45035,SC,"Dorchester County, SC","65,468"
45037,SC,"Edgefield County, SC","48,818"
45039,SC,"Fairfield County, SC","39,522"
45041,SC,"Florence County, SC","47,949"
45043,SC,"Georgetown County, SC","46,058"
45045,SC,"Greenville County, SC","61,162"
45047,SC,"Greenwood County, SC","43,879"
45049,SC,"Hampton County, SC","35,871"
45051,SC,"Horry County, SC","49,082"
45053,SC,"Jasper County, SC","43,125"
45055,SC,"Kershaw County, SC","52,270"
45057,SC,"Lancaster County, SC","58,035"
45059,SC,"Laurens County, SC","42,099"
45061,SC,"Lee County, SC","33,199"
45063,SC,"Lexington County, SC","60,627"
45065,SC,"McCormick County, SC","44,683"
45067,SC,"Marion County, SC","34,365"
45069,SC,"Marlboro County, SC","33,534"
45071,SC,"Newberry County, SC","48,029"
45073,SC,"Oconee County, SC","50,529"
45075,SC,"Orangeburg County, SC","37,134"
45077,SC,"Pickens County, SC","48,794"
45079,SC,"Richland County, SC","52,611"
45081,SC,"Saluda County, SC","46,019"
45083,SC,"Spartanburg County, SC","53,567"
45085,SC,"Sumter County, SC","45,181"
45087,SC,"Union County, SC","40,686"
45089,SC,"Williamsburg County, SC","32,814"
45091,SC,"York County, SC","64,904"
46000,SD,South Dakota,"57,041"
46003,SD,"Aurora County, SD","53,107"
46005,SD,"Beadle County, SD","49,712"
46007,SD,"Bennett County, SD","37,071"
46009,SD,"Bon Homme County, SD","50,278"
46011,SD,"Brookings County, SD","62,109"
46013,SD,"Brown County, SD","60,082"
46015,SD,"Brule County, SD","49,732"
46017,SD,"Buffalo County, SD","25,973"
46019,SD,"Butte County, SD","44,388"
46021,SD,"Campbell County, SD","45,737"
46023,SD,"Charles Mix County, SD","47,412"
46025,SD,"Clark County, SD","48,517"
46027,SD,"Clay County, SD","46,378"
46029,SD,"Codington County, SD","55,580"
46031,SD,"Corson County, SD","34,024"
46033,SD,"Custer County, SD","58,806"
46035,SD,"Davison County, SD","51,724"
46037,SD,"Day County, SD","48,023"
46039,SD,"Deuel County, SD","55,404"
46041,SD,"Dewey County, SD","41,942"
46043,SD,"Douglas County, SD","55,159"
46045,SD,"Edmunds County, SD","58,977"
46047,SD,"Fall River County, SD","46,782"
46049,SD,"Faulk County, SD","49,068"
46051,SD,"Grant County, SD","59,813"
46053,SD,"Gregory County, SD","40,583"
46055,SD,"Haakon County, SD","51,801"
46057,SD,"Hamlin County, SD","65,776"
46059,SD,"Hand County, SD","52,568"
46061,SD,"Hanson County, SD","63,772"
46063,SD,"Harding County, SD","55,017"
46065,SD,"Hughes County, SD","70,093"
46067,SD,"Hutchinson County, SD","54,434"
46069,SD,"Hyde County, SD","52,496"
46071,SD,"Jackson County, SD","34,122"
46073,SD,"Jerauld County, SD","47,689"
46075,SD,"Jones County, SD","49,609"
46077,SD,"Kingsbury County, SD","54,609"
46079,SD,"Lake County, SD","60,733"
46081,SD,"Lawrence County, SD","51,774"
46083,SD,"Lincoln County, SD","84,889"
46085,SD,"Lyman County, SD","47,429"
46087,SD,"McCook County, SD","59,913"
46089,SD,"McPherson County, SD","39,850"
46091,SD,"Marshall County, SD","56,862"
46093,SD,"Meade County, SD","59,524"
46095,SD,"Mellette County, SD","32,780"
46097,SD,"Miner County, SD","50,123"
46099,SD,"Minnehaha County, SD","60,033"
46101,SD,"Moody County, SD","57,392"
46102,SD,"Oglala Lakota County, SD","31,662"
46103,SD,"Pennington County, SD","58,738"
46105,SD,"Perkins County, SD","55,626"
46107,SD,"Potter County, SD","54,722"
46109,SD,"Roberts County, SD","44,709"
46111,SD,"Sanborn County, SD","54,874"
46115,SD,"Spink County, SD","50,590"
46117,SD,"Stanley County, SD","69,991"
46119,SD,"Sully County, SD","59,457"
46121,SD,"Todd County, SD","31,876"
46123,SD,"Tripp County, SD","45,710"
46125,SD,"Turner County, SD","62,792"
46127,SD,"Union County, SD","80,698"
46129,SD,"Walworth County, SD","48,394"
46135,SD,"Yankton County, SD","56,535"
46137,SD,"Ziebach County, SD","32,341"
47000,TN,Tennessee,"52,366"
47001,TN,"Anderson County, TN","50,672"
47003,TN,"Bedford County, TN","49,860"
47005,TN,"Benton County, TN","38,940"
47007,TN,"Bledsoe County, TN","40,195"
47009,TN,"Blount County, TN","57,939"
47011,TN,"Bradley County, TN","50,427"
47013,TN,"Campbell County, TN","39,443"
47015,TN,"Cannon County, TN","51,859"
47017,TN,"Carroll County, TN","42,025"
47019,TN,"Carter County, TN","39,202"
47021,TN,"Cheatham County, TN","63,241"
47023,TN,"Chester County, TN","47,508"
47025,TN,"Claiborne County, TN","37,987"
47027,TN,"Clay County, TN","34,238"
47029,TN,"Cocke County, TN","36,192"
47031,TN,"Coffee County, TN","49,494"
47033,TN,"Crockett County, TN","44,431"
47035,TN,"Cumberland County, TN","46,527"
47037,TN,"Davidson County, TN","60,799"
47039,TN,"Decatur County, TN","42,905"
47041,TN,"DeKalb County, TN","47,420"
47043,TN,"Dickson County, TN","56,166"
47045,TN,"Dyer County, TN","44,302"
47047,TN,"Fayette County, TN","59,529"
47049,TN,"Fentress County, TN","36,687"
47051,TN,"Franklin County, TN","50,201"
47053,TN,"Gibson County, TN","42,720"
47055,TN,"Giles County, TN","48,024"
47057,TN,"Grainger County, TN","41,829"
47059,TN,"Greene County, TN","44,366"
47061,TN,"Grundy County, TN","36,317"
47063,TN,"Hamblen County, TN","44,040"
47065,TN,"Hamilton County, TN","57,196"
47067,TN,"Hancock County, TN","30,691"
47069,TN,"Hardeman County, TN","37,834"
47071,TN,"Hardin County, TN","37,690"
47073,TN,"Hawkins County, TN","42,188"
47075,TN,"Haywood County, TN","39,574"
47077,TN,"Henderson County, TN","43,491"
47079,TN,"Henry County, TN","43,159"
47081,TN,"Hickman County, TN","44,684"
47083,TN,"Houston County, TN","44,688"
47085,TN,"Humphreys County, TN","48,056"
47087,TN,"Jackson County, TN","37,563"
47089,TN,"Jefferson County, TN","49,611"
47091,TN,"Johnson County, TN","35,778"
47093,TN,"Knox County, TN","55,874"
47095,TN,"Lake County, TN","33,709"
47097,TN,"Lauderdale County, TN","38,849"
47099,TN,"Lawrence County, TN","43,651"
47101,TN,"Lewis County, TN","40,541"
47103,TN,"Lincoln County, TN","51,249"
47105,TN,"Loudon County, TN","58,186"
47107,TN,"McMinn County, TN","46,029"
47109,TN,"McNairy County, TN","39,859"
47111,TN,"Macon County, TN","42,265"
47113,TN,"Madison County, TN","46,651"
47115,TN,"Marion County, TN","50,819"
47117,TN,"Marshall County, TN","51,868"
47119,TN,"Maury County, TN","57,337"
47121,TN,"Meigs County, TN","50,565"
47123,TN,"Monroe County, TN","45,566"
47125,TN,"Montgomery County, TN","56,102"
47127,TN,"Moore County, TN","58,234"
47129,TN,"Morgan County, TN","40,397"
47131,TN,"Obion County, TN","42,532"
47133,TN,"Overton County, TN","42,149"
47135,TN,"Perry County, TN","41,960"
47137,TN,"Pickett County, TN","40,182"
47139,TN,"Polk County, TN","41,968"
47141,TN,"Putnam County, TN","45,512"
47143,TN,"Rhea County, TN","44,132"
47145,TN,"Roane County, TN","54,440"
47147,TN,"Robertson County, TN","66,006"
47149,TN,"Rutherford County, TN","64,170"
47151,TN,"Scott County, TN","35,685"
47153,TN,"Sequatchie County, TN","49,707"
47155,TN,"Sevier County, TN","47,202"
47157,TN,"Shelby County, TN","47,924"
47159,TN,"Smith County, TN","50,704"
47161,TN,"Stewart County, TN","46,565"
47163,TN,"Sullivan County, TN","46,024"
47165,TN,"Sumner County, TN","66,171"
47167,TN,"Tipton County, TN","60,874"
47169,TN,"Trousdale County, TN","49,280"
47171,TN,"Unicoi County, TN","43,688"
47173,TN,"Union County, TN","40,322"
47175,TN,"Van Buren County, TN","38,265"
47177,TN,"Warren County, TN","42,475"
47179,TN,"Washington County, TN","49,242"
47181,TN,"Wayne County, TN","38,879"
47183,TN,"Weakley County, TN","42,351"
47185,TN,"White County, TN","42,603"
47187,TN,"Williamson County, TN","115,930"
47189,TN,"Wilson County, TN","76,507"
48000,TX,Texas,"60,632"
48001,TX,"Anderson County, TX","45,969"
48003,TX,"Andrews County, TX","84,946"
48005,TX,"Angelina County, TX","46,653"
48007,TX,"Aransas County, TX","46,912"
48009,TX,"Archer County, TX","61,190"
48011,TX,"Armstrong County, TX","57,210"
48013,TX,"Atascosa County, TX","50,594"
48015,TX,"Austin County, TX","59,942"
48017,TX,"Bailey County, TX","45,051"
48019,TX,"Bandera County, TX","53,008"
48021,TX,"Bastrop County, TX","61,883"
48023,TX,"Baylor County, TX","41,180"
48025,TX,"Bee County, TX","41,806"
48027,TX,"Bell County, TX","54,292"
48029,TX,"Bexar County, TX","54,210"
48031,TX,"Blanco County, TX","64,832"
48033,TX,"Borden County, TX","66,101"
48035,TX,"Bosque County, TX","48,460"
48037,TX,"Bowie County, TX","47,339"
48039,TX,"Brazoria County, TX","74,225"
48041,TX,"Brazos County, TX","50,113"
48043,TX,"Brewster County, TX","45,670"
48045,TX,"Briscoe County, TX","44,409"
48047,TX,"Brooks County, TX","30,116"
48049,TX,"Brown County, TX","47,097"
48051,TX,"Burleson County, TX","53,626"
48053,TX,"Burnet County, TX","56,696"
48055,TX,"Caldwell County, TX","52,588"
48057,TX,"Calhoun County, TX","52,085"
48059,TX,"Callahan County, TX","50,330"
48061,TX,"Cameron County, TX","38,106"
48063,TX,"Camp County, TX","43,714"
48065,TX,"Carson County, TX","64,799"
48067,TX,"Cass County, TX","44,154"
48069,TX,"Castro County, TX","45,689"
48071,TX,"Chambers County, TX","89,513"
48073,TX,"Cherokee County, TX","43,483"
48075,TX,"Childress County, TX","42,291"
48077,TX,"Clay County, TX","58,356"
48079,TX,"Cochran County, TX","42,873"
48081,TX,"Coke County, TX","44,804"
48083,TX,"Coleman County, TX","39,484"
48085,TX,"Collin County, TX","96,936"
48087,TX,"Collingsworth County, TX","39,536"
48089,TX,"Colorado County, TX","48,258"
48091,TX,"Comal County, TX","76,523"
48093,TX,"Comanche County, TX","52,251"
48095,TX,"Concho County, TX","40,987"
48097,TX,"Cooke County, TX","52,047"
48099,TX,"Coryell County, TX","48,099"
48101,TX,"Cottle County, TX","38,304"
48103,TX,"Crane County, TX","61,987"
48105,TX,"Crockett County, TX","49,117"
48107,TX,"Crosby County, TX","37,911"
48109,TX,"Culberson County, TX","42,164"
48111,TX,"Dallam County, TX","50,587"
48113,TX,"Dallas County, TX","59,838"
48115,TX,"Dawson County, TX","43,726"
48117,TX,"Deaf Smith County, TX","44,230"
48119,TX,"Delta County, TX","44,410"
